#Header: Date:22/04/2021 19:54:31; freq_file_name:StringFreqCorpus.csv; tokenFreqPckg-version:V1.0; Num of Keys:1057765,,,,
WORD,FREQ,FREQ_LOG,COMPLEX,LENGTH
חודש,121,30.83,0,4
תודה,121,30.83,0,4
שקל,121,30.83,0,3
חוזר,121,30.83,0,4
חייו,121,30.83,0,4
נפש,121,30.83,0,3
משחק,121,30.83,0,4
וכבר,120,30.79,0,4
התנועה,120,30.79,0,6
בנוסף,120,30.79,0,5
שיער,120,30.79,0,4
חברה,120,30.79,0,4
בירושלים,120,30.79,0,8
ויותר,120,30.79,0,5
לחפש,120,30.79,0,4
גבי,120,30.79,0,3
ועכשיו,119,30.76,0,6
יכולתי,119,30.76,0,6
המיטה,119,30.76,0,5
היהודי,119,30.76,0,6
אה,119,30.76,0,2
החיילים,119,30.76,0,7
המוח,119,30.76,0,4
ואתה,119,30.76,0,4
קם,118,30.72,0,2
בהחלט,118,30.72,0,5
ממה,118,30.72,0,3
באחד,118,30.72,0,4
פרץ,117,30.68,0,3
החוק,117,30.68,0,4
ראו,117,30.68,0,3
יחסית,117,30.68,0,5
עובד,117,30.68,0,4
ישב,117,30.68,0,3
המון,117,30.68,0,4
החלל,117,30.68,0,4
לקח,117,30.68,0,3
בדרום,116,30.64,0,5
הכביש,116,30.64,0,5
הולכים,116,30.64,0,6
הקשר,116,30.64,0,4
הציבור,116,30.64,0,6
חדשות,115,30.61,0,5
בערך,115,30.61,0,4
בר,115,30.61,0,2
שרון,115,30.61,0,4
לגבי,115,30.61,0,4
מכך,115,30.61,0,3
ידעה,115,30.61,0,4
לשעבר,115,30.61,0,5
השאלה,115,30.61,0,5
אחוז,114,30.57,0,4
ליצור,114,30.57,0,5
ביד,114,30.57,0,3
ריק,114,30.57,0,3
פעילות,114,30.57,0,6
מבעד,114,30.57,0,4
קולות,114,30.57,0,5
אסור,114,30.57,0,4
פעמיים,114,30.57,0,6
בעניין,114,30.57,0,6
שהן,114,30.57,0,3
מסוימים,114,30.57,0,7
המשיך,114,30.57,0,5
צבע,114,30.57,0,3
שניים,113,30.53,0,5
אש,113,30.53,0,2
קטנות,113,30.53,0,5
רגליו,113,30.53,0,5
המערכת,113,30.53,0,6
יעקב,113,30.53,0,4
הרחוב,113,30.53,0,5
שאלתי,113,30.53,0,5
מלבד,113,30.53,0,4
הבן,113,30.53,0,3
לאור,113,30.53,1,4
במרכז,112,30.49,0,5
זוג,112,30.49,0,3
כשאני,112,30.49,0,5
למטה,112,30.49,0,4
לשאול,112,30.49,0,5
מכיר,112,30.49,0,4
הצפון,112,30.49,0,5
רמת,112,30.49,0,3
בתחילת,112,30.49,0,6
אביה,112,30.49,0,4
קו,111,30.45,0,2
לדוגמה,111,30.45,0,6
התינוק,111,30.45,0,6
עברה,111,30.45,0,4
לבדוק,111,30.45,0,5
האוכל,111,30.45,0,5
מרגיש,111,30.45,0,5
ודאי,111,30.45,0,4
הבאה,111,30.45,0,4
מראה,111,30.45,0,4
גן,111,30.45,0,2
חיילים,111,30.45,0,6
עור,110,30.41,0,3
בימי,110,30.41,0,4
בנושא,110,30.41,0,5
חוסר,110,30.41,0,4
הזקן,110,30.41,0,4
צעירים,110,30.41,0,6
בצד,110,30.41,0,3
המציאות,110,30.41,0,7
מעין,110,30.41,0,4
והן,110,30.41,0,3
בידו,110,30.41,0,4
שאר,109,30.37,0,3
ג'ק,109,30.37,0,3
לעצמי,109,30.37,0,5
המורה,109,30.37,0,5
חיידקים,109,30.37,0,7
הרכבת,109,30.37,0,5
זכוכית,109,30.37,0,6
במסגרת,109,30.37,0,6
להישאר,109,30.37,0,6
מזמן,109,30.37,0,4
הטוב,108,30.33,0,4
והנה,108,30.33,0,4
בפנים,108,30.33,0,5
הרים,108,30.33,0,4
אדוני,108,30.33,0,5
ישר,108,30.33,0,3
הקרקע,108,30.33,0,5
לשבת,108,30.33,0,4
מרוב,108,30.33,0,4
הטלפון,108,30.33,0,6
מדברים,108,30.33,0,6
הרגע,108,30.33,0,4
לבצע,108,30.33,0,4
גופו,108,30.33,0,4
ובין,108,30.33,0,4
סיכוי,107,30.29,0,5
קבוצת,107,30.29,0,5
חיל,107,30.29,0,3
הלבן,107,30.29,0,4
טבעי,107,30.29,0,4
מפקד,107,30.29,0,4
גדולות,107,30.29,0,6
אוהבת,107,30.29,0,5
מדינות,107,30.29,0,6
מהן,107,30.29,0,3
דואר,107,30.29,0,4
החליט,106,30.25,0,5
סימן,106,30.25,0,4
רגל,106,30.25,0,3
עלול,106,30.25,1,4
הרגשתי,106,30.25,0,6
אופן,106,30.25,0,4
אחדים,106,30.25,0,5
החלו,106,30.25,0,4
מולי,106,30.25,0,4
בכוח,106,30.25,0,4
הבחור,106,30.25,0,5
כולנו,106,30.25,0,5
שאולי,106,30.25,0,5
הרגליים,106,30.25,0,7
כותב,106,30.25,0,4
הר,106,30.25,0,2
שולחן,106,30.25,0,5
לאן,106,30.25,0,3
ידעו,105,30.21,0,4
משמעות,105,30.21,0,6
מקרה,105,30.21,0,4
לכאן,105,30.21,0,4
מבית,105,30.21,0,4
בשני,105,30.21,0,4
תחושה,105,30.21,0,5
לאנשים,105,30.21,0,6
הגדולים,105,30.21,0,7
מדינה,105,30.21,0,5
הניח,105,30.21,0,4
מנהל,105,30.21,0,4
שב,104,30.17,1,2
אירופה,104,30.17,0,6
בעיניו,104,30.17,0,6
למדי,104,30.17,0,4
נולד,104,30.17,0,4
מקווה,104,30.17,0,5
באו,104,30.17,0,3
להניח,104,30.17,0,5
יצאו,104,30.17,0,4
וכמה,104,30.17,0,4
הדין,104,30.17,0,4
הידיים,104,30.17,0,6
לפתע,104,30.17,0,4
השחור,104,30.17,0,5
שנת,104,30.17,0,3
אמריקה,104,30.17,0,6
מרים,104,30.17,0,4
הקבוצה,104,30.17,0,6
ברחבי,103,30.13,0,5
החוץ,103,30.13,0,4
העין,103,30.13,0,4
חבל,103,30.13,0,3
חן,103,30.13,0,2
מלאה,103,30.13,0,4
ראשי,103,30.13,0,4
תושבי,103,30.13,0,5
אחיו,103,30.13,0,4
החלה,103,30.13,0,4
נתן,103,30.13,0,3
ישן,103,30.13,0,3
למנוע,103,30.13,0,5
ענק,102,30.09,0,3
ראשה,102,30.09,0,4
הרעיון,102,30.09,0,6
בבתי,102,30.09,0,4
מחר,102,30.09,0,3
כבוד,102,30.09,0,4
שניהם,102,30.09,0,5
החומר,102,30.09,0,5
ידוע,102,30.09,0,4
הבלתי,102,30.09,0,5
מכתב,102,30.09,0,4
אדמה,102,30.09,0,4
בטוחה,102,30.09,0,5
טעם,102,30.09,0,3
עיר,102,30.09,0,3
הסיבה,101,30.04,0,5
לקנות,101,30.04,0,5
תראה,101,30.04,0,4
התיכון,101,30.04,0,6
משפט,101,30.04,0,4
לכיוון,101,30.04,0,6
גרם,101,30.04,0,3
חשבה,100,30,0,4
לגרום,100,30,0,5
הגדולות,100,30,0,7
כתוצאה,100,30,0,6
ראתה,100,30,0,4
בעיות,100,30,0,5
לבקר,100,30,0,4
פרס,100,30,0,3
ישראלי,100,30,0,6
מילה,100,30,0,4
אליס,100,30,0,4
תקופה,100,30,0,5
נייר,100,30,0,4
עונה,100,30,0,4
בקושי,100,30,0,5
הקיץ,100,30,0,4
הוסיף,100,30,0,5
הטבע,100,30,0,4
קיים,99,29.96,0,4
לשחק,99,29.96,0,4
הכנסת,99,29.96,0,5
איתו,99,29.96,0,4
לבנות,99,29.96,0,5
שבהן,99,29.96,0,4
זהב,99,29.96,0,3
קבוצות,99,29.96,0,6
צעד,99,29.96,0,3
שלהן,99,29.96,0,4
ביקש,99,29.96,0,4
לידי,99,29.96,0,4
לרוב,99,29.96,0,4
במים,99,29.96,0,4
הילדה,99,29.96,0,5
מסוימת,99,29.96,0,6
בזכות,98,29.91,0,5
קורא,98,29.91,0,4
עמדו,98,29.91,0,4
מתכוון,98,29.91,0,6
הבריאות,98,29.91,0,7
להסביר,98,29.91,0,6
מכאן,98,29.91,0,4
במה,98,29.91,0,3
אפשרות,98,29.91,0,6
הריח,98,29.91,0,4
ערך,98,29.91,0,3
אלינו,98,29.91,0,5
בעלת,98,29.91,0,4
מסוג,98,29.91,0,4
אמה,98,29.91,0,3
בוודאי,98,29.91,0,6
נמוך,98,29.91,0,4
ידה,98,29.91,0,3
כמות,97,29.87,0,4
מיה,97,29.87,0,3
היהודית,97,29.87,0,7
פרק,97,29.87,0,3
ארצות,97,29.87,0,5
בחזרה,97,29.87,0,5
האשה,97,29.87,0,4
הבין,97,29.87,0,4
סטיבן,97,29.87,0,5
גורם,97,29.87,0,4
הכניסה,97,29.87,0,6
לנסוע,97,29.87,0,5
בתור,97,29.87,0,4
ארגון,97,29.87,0,5
דיבר,97,29.87,0,4
מוקדם,97,29.87,0,5
נו,97,29.87,0,2
כלב,97,29.87,0,3
הלאה,97,29.87,0,4
החיידקים,97,29.87,0,8
יקרה,97,29.87,0,4
מחקרים,96,29.82,0,6
עצם,96,29.82,0,3
במערכת,96,29.82,0,6
תחושת,96,29.82,0,5
שלמה,96,29.82,0,4
כולה,96,29.82,0,4
הסביר,96,29.82,0,5
רעיון,96,29.82,0,5
לעזור,96,29.82,0,5
בקצה,96,29.82,0,4
שמות,96,29.82,0,4
שמש,96,29.82,0,3
הקשה,96,29.82,0,4
להאמין,96,29.82,0,6
ואמרה,95,29.78,0,5
אמיתי,95,29.78,0,5
כבד,95,29.78,0,3
מקור,95,29.78,0,4
עיני,95,29.78,0,4
אהב,95,29.78,0,3
לפגוע,95,29.78,0,5
אמור,95,29.78,0,4
עשו,95,29.78,0,3
ומי,95,29.78,0,3
כאב,95,29.78,0,3
הקפה,95,29.78,0,4
מושג,94,29.73,0,4
ממשיך,94,29.73,0,5
ממשלת,94,29.73,0,5
למות,94,29.73,0,4
שאף,94,29.73,0,3
מזל,94,29.73,0,3
גורמים,94,29.73,0,6
ובכן,94,29.73,0,4
להעביר,94,29.73,0,6
חייך,94,29.73,0,4
מוצא,93,29.68,0,4
האב,93,29.68,0,3
שאינם,93,29.68,0,5
הדעת,93,29.68,0,4
בשטח,93,29.68,0,4
כף,93,29.68,0,2
הסביבה,93,29.68,0,6
צוות,93,29.68,0,4
הגברים,93,29.68,0,6
עומדים,93,29.68,0,6
בבקשה,93,29.68,0,5
עמו,93,29.68,0,3
שואל,93,29.68,0,4
השניים,93,29.68,0,6
התחלתי,92,29.64,0,6
נעלם,92,29.64,0,4
משני,92,29.64,0,4
כשהם,92,29.64,0,4
מעשה,92,29.64,0,4
בסך,92,29.64,0,3
בלב,92,29.64,0,3
סיבה,92,29.64,0,4
שואלת,92,29.64,0,5
א',92,29.64,0,2
גוש,92,29.64,0,3
ביטוי,92,29.64,0,5
יוצאת,92,29.64,0,5
משקל,92,29.64,0,4
מעמד,92,29.64,0,4
יצאה,92,29.64,0,4
במאה,92,29.64,0,4
שלושים,92,29.64,0,6
רצון,92,29.64,0,4
מיוחדת,92,29.64,0,6
תמונות,92,29.64,0,6
השלישי,92,29.64,0,6
חייבים,91,29.59,0,6
לצורך,91,29.59,0,5
לחם,91,29.59,0,3
א,91,29.59,0,1
ואל,91,29.59,0,3
בספר,91,29.59,0,4
גרטלר,91,29.59,0,5
הקהל,91,29.59,0,4
המשטרה,91,29.59,0,6
הזוג,91,29.59,0,4
דן,91,29.59,0,2
חיה,91,29.59,0,3
להבחין,91,29.59,1,6
סמוך,91,29.59,0,4
מאה,91,29.59,0,3
לעבודה,91,29.59,0,6
נקודות,91,29.59,0,6
השימוש,91,29.59,0,6
נותר,91,29.59,0,4
שניות,91,29.59,0,5
הבנתי,91,29.59,0,5
שאלות,90,29.54,0,5
למחרת,90,29.54,0,5
ראשונה,90,29.54,0,6
זוכרת,90,29.54,0,5
תנועה,90,29.54,0,5
שינוי,90,29.54,0,5
תחילה,90,29.54,0,5
דברי,90,29.54,0,4
הקטנים,90,29.54,0,6
בשום,90,29.54,0,4
שמא,90,29.54,0,3
לצפות,90,29.54,0,5
להפוך,90,29.54,0,5
הגבול,89,29.49,0,5
ביאליק,89,29.49,0,6
כלשהו,89,29.49,0,5
בגוף,89,29.49,0,4
ומיד,89,29.49,0,4
במלחמה,89,29.49,0,6
הסרט,89,29.49,0,4
אינן,89,29.49,0,4
ובעיקר,89,29.49,0,6
ארוכות,89,29.49,0,6
סדר,89,29.49,0,3
השונים,89,29.49,0,6
טלפון,89,29.49,0,5
מדינת,88,29.44,0,5
העור,88,29.44,0,4
חם,88,29.44,0,2
גילה,88,29.44,0,4
כפות,88,29.44,0,4
לעצמה,88,29.44,0,5
תאי,88,29.44,0,3
בכפר,88,29.44,0,4
נמצאת,88,29.44,0,5
אגב,88,29.44,0,3
מהבית,88,29.44,0,5
טיפול,88,29.44,0,5
כזו,88,29.44,0,3
האש,88,29.44,0,3
ברוב,88,29.44,0,4
פגיעה,88,29.44,0,5
ואיך,88,29.44,0,4
עזה,88,29.44,0,3
שער,88,29.44,0,3
חוק,88,29.44,0,3
העליון,87,29.4,0,6
התקשורת,87,29.4,0,7
במרחק,87,29.4,0,5
לשתות,87,29.4,0,5
המכונית,87,29.4,0,7
משך,87,29.4,0,3
האמיתי,87,29.4,0,6
רגיל,87,29.4,0,4
לשנות,87,29.4,0,5
בלא,87,29.4,0,3
בקלות,87,29.4,0,5
פתרון,87,29.4,0,5
שרמן,86,29.34,0,4
ניסיון,86,29.34,0,6
ירד,86,29.34,0,3
עשיתי,86,29.34,0,5
הקול,86,29.34,0,4
חולה,86,29.34,0,4
תפקיד,86,29.34,0,5
אבק,86,29.34,0,3
הראשי,86,29.34,0,5
מערכות,86,29.34,0,6
להתמודד,86,29.34,0,7
מספרת,86,29.34,0,5
שלכם,86,29.34,0,4
עומדת,86,29.34,0,5
כוכב,86,29.34,0,4
הופך,86,29.34,0,4
לנצח,85,29.29,0,4
בשר,85,29.29,0,3
פרטי,85,29.29,0,4
מבטו,85,29.29,1,4
מסע,85,29.29,0,3
מצליח,85,29.29,0,5
תלוי,85,29.29,0,4
מבינה,85,29.29,0,5
כחול,85,29.29,0,4
השאר,85,29.29,0,4
מטר,85,29.29,0,3
לילדים,85,29.29,0,6
הלכה,85,29.29,0,4
בנות,84,29.24,0,4
הביא,84,29.24,0,4
קר,84,29.24,0,2
לעלות,84,29.24,0,5
דה,84,29.24,0,2
עובר,84,29.24,0,4
הצבאי,84,29.24,0,5
לאחרונה,84,29.24,0,7
נמצאים,84,29.24,0,6
למי,84,29.24,0,3
לדברי,84,29.24,0,5
בטרם,84,29.24,1,4
מבקש,84,29.24,0,4
המכונה,84,29.24,0,6
חיפה,84,29.24,0,4
ואנחנו,84,29.24,0,6
מאליגן,84,29.24,0,6
הוועדה,84,29.24,0,6
רצח,84,29.24,0,3
נראו,84,29.24,0,4
רחב,84,29.24,0,3
שעוד,83,29.19,0,4
ארוחת,83,29.19,0,5
מתחילה,83,29.19,0,6
מחכה,83,29.19,0,4
בצבע,83,29.19,0,4
קרי,83,29.19,0,3
במשרד,83,29.19,0,5
הקיר,83,29.19,0,4
בשעת,83,29.19,0,4
הנשיא,83,29.19,0,5
קולו,83,29.19,0,4
בטלוויזיה,83,29.19,0,9
הפרופסור,83,29.19,0,8
עצי,83,29.19,0,3
שהרי,83,29.19,0,4
מסוגלת,83,29.19,0,6
שאנו,83,29.19,0,4
מסביב,83,29.19,0,5
תנועת,83,29.19,0,5
אהוד,83,29.19,0,4
פנה,83,29.19,0,3
באחת,83,29.19,0,4
מתה,83,29.19,0,3
איננו,83,29.19,0,5
שדה,82,29.14,0,3
לפניו,82,29.14,0,5
בניו,82,29.14,0,4
השטח,82,29.14,0,4
שלם,82,29.14,0,3
שחורים,82,29.14,0,6
תוצאות,82,29.14,0,6
אנרגיה,82,29.14,0,6
הזכוכית,82,29.14,0,7
להתחיל,82,29.14,0,6
תגיד,82,29.14,0,4
פרט,82,29.14,0,3
מתאים,82,29.14,0,5
שווה,82,29.14,0,4
הדירה,82,29.14,0,5
צבא,82,29.14,0,3
גר,82,29.14,0,2
ראוי,82,29.14,1,4
שבועיים,82,29.14,0,7
היתר,81,29.08,1,4
הלימודים,81,29.08,0,8
העצים,81,29.08,0,5
ובלי,81,29.08,0,4
אתי,81,29.08,0,3
העיתון,81,29.08,0,6
להרוג,81,29.08,0,5
מקומות,81,29.08,0,6
יצחק,81,29.08,0,4
הפה,81,29.08,0,3
חלקי,81,29.08,0,4
וזאת,81,29.08,0,4
לזהות,81,29.08,0,5
הנייר,81,29.08,0,5
אפשרי,81,29.08,0,5
שהייתי,81,29.08,0,6
סביבו,81,29.08,0,5
חסרת,81,29.08,0,4
המילה,81,29.08,0,5
ידיים,80,29.03,0,5
השעה,80,29.03,0,4
חיות,80,29.03,0,4
זכר,80,29.03,0,3
מחיר,80,29.03,0,4
אינני,80,29.03,0,5
דעת,80,29.03,0,3
התחילה,80,29.03,0,6
ליזה,80,29.03,0,4
הצליחה,80,29.03,0,6
מטרים,80,29.03,0,5
תשומת,80,29.03,0,5
לחיים,80,29.03,0,5
עקב,80,29.03,0,3
החבר,80,29.03,0,4
גופה,79,28.98,0,4
לשלוח,79,28.98,0,5
פיו,79,28.98,0,3
שמח,79,28.98,0,3
חלב,79,28.98,0,3
בחודש,79,28.98,0,5
מסוגלים,79,28.98,0,7
ברחובות,79,28.98,0,7
להפסיק,79,28.98,0,6
התוכנית,79,28.98,0,7
ופתאום,79,28.98,0,6
מכירים,79,28.98,0,6
הגב,79,28.98,0,3
החוקרים,79,28.98,0,7
בכמה,79,28.98,0,4
קרובות,79,28.98,0,6
הרחק,79,28.98,0,4
השיב,79,28.98,0,4
זכה,78,28.92,0,3
באיזה,78,28.92,0,5
שיעור,78,28.92,0,5
מטה,78,28.92,0,3
זקן,78,28.92,0,3
האי,78,28.92,0,3
במקומות,78,28.92,0,7
שתיים,78,28.92,0,5
עלולה,78,28.92,1,5
מילים,78,28.92,0,5
רחוב,78,28.92,0,4
עובדים,78,28.92,0,6
סרט,78,28.92,0,3
ארצה,78,28.92,0,4
מבחינה,78,28.92,0,6
רופא,78,28.92,0,4
ישראלים,78,28.92,0,7
סוריה,78,28.92,0,5
הוציא,77,28.86,0,5
דקה,77,28.86,0,3
נוח,77,28.86,0,3
נפל,77,28.86,0,3
יומיים,77,28.86,0,6
קצב,77,28.86,0,3
נראתה,77,28.86,0,5
בעצמו,77,28.86,0,5
ארוכים,77,28.86,0,6
הפחם,77,28.86,0,4
לדבריו,77,28.86,0,6
הלאומי,77,28.86,0,6
לבחור,77,28.86,0,5
בחור,77,28.86,0,4
נוספות,77,28.86,0,6
שזו,77,28.86,0,3
השיר,77,28.86,0,4
באים,77,28.86,0,4
אוהבים,77,28.86,0,6
הרופא,77,28.86,0,5
שישה,77,28.86,0,4
מקבל,77,28.86,0,4
החליטה,77,28.86,0,6
באור,77,28.86,0,4
התברר,77,28.86,1,5
נהיה,76,28.81,0,4
כרגע,76,28.81,0,4
הצורך,76,28.81,0,5
הערבי,76,28.81,0,5
בזהירות,76,28.81,0,7
משפחת,76,28.81,0,5
בהמשך,76,28.81,0,5
במדרגות,76,28.81,0,7
קרב,76,28.81,0,3
קבע,76,28.81,0,3
האדום,76,28.81,0,5
קמה,76,28.81,0,3
בהרבה,76,28.81,0,5
פרחים,76,28.81,0,5
אכפת,76,28.81,0,4
רם,76,28.81,0,2
הרגיש,76,28.81,0,5
עצמך,76,28.81,0,4
יונתן,76,28.81,0,5
פועל,76,28.81,0,4
פחד,76,28.81,0,3
היכן,76,28.81,0,4
השער,76,28.81,0,4
הישן,76,28.81,0,4
רעש,76,28.81,0,3
חקר,76,28.81,0,3
מתברר,75,28.75,1,5
נשיא,75,28.75,0,4
בהתחלה,75,28.75,0,6
ביחס,75,28.75,0,4
ישנה,75,28.75,0,4
מצאתי,75,28.75,0,5
עשתה,75,28.75,0,4
בשתי,75,28.75,0,4
בהתאם,75,28.75,0,5
חושבים,75,28.75,0,6
העת,75,28.75,0,3
למצב,75,28.75,0,4
הזדמנות,75,28.75,0,7
המדרגות,75,28.75,0,7
נראית,75,28.75,0,5
ליום,75,28.75,0,4
שמישהו,75,28.75,0,6
מגיעים,75,28.75,0,6
רכב,75,28.75,0,3
איבנוב,75,28.75,0,6
עת,74,28.69,0,2
לבני,74,28.69,0,4
בתנועה,74,28.69,0,6
אצלו,74,28.69,0,4
להרגיש,74,28.69,0,6
יוצאים,74,28.69,0,6
אחי,74,28.69,0,3
הפסקת,74,28.69,0,5
המחשב,74,28.69,0,5
השמים,74,28.69,0,5
השיער,74,28.69,0,5
רגליה,74,28.69,0,5
בתהליך,74,28.69,0,6
פינה,74,28.69,0,4
איתה,74,28.69,0,4
שאינה,74,28.69,0,5
מידה,74,28.69,0,4
בבת,74,28.69,0,3
בשבילי,74,28.69,0,6
להחזיר,74,28.69,0,6
כללי,74,28.69,0,4
רשת,74,28.69,0,3
לאומי,74,28.69,0,5
לאדם,74,28.69,0,4
אצלי,74,28.69,0,4
לבנים,74,28.69,0,5
הספרים,74,28.69,0,6
אילן,74,28.69,0,4
השלישית,74,28.69,0,7
הגשם,74,28.69,0,4
עלתה,74,28.69,0,4
שבעה,74,28.69,0,4
רקע,74,28.69,0,3
מפה,74,28.69,0,3
לבנה,73,28.63,0,4
המשיכה,73,28.63,0,6
הנושא,73,28.63,0,5
המידע,73,28.63,0,5
גשם,73,28.63,0,3
לפתוח,73,28.63,0,5
טובות,73,28.63,0,5
בשוק,73,28.63,0,4
המילים,73,28.63,0,6
לעצור,73,28.63,0,5
זר,73,28.63,0,2
משתמשים,73,28.63,0,7
הצליחו,73,28.63,0,6
ואולם,73,28.63,0,5
טלוויזיה,73,28.63,0,8
כמי,73,28.63,0,3
בינינו,73,28.63,0,6
ולאחר,72,28.57,0,5
המכתב,72,28.57,0,5
לשני,72,28.57,0,4
עבד,72,28.57,0,3
זרים,72,28.57,0,4
החינוך,72,28.57,0,6
מבלי,72,28.57,0,4
שד,72,28.57,0,2
כוס,72,28.57,0,3
בגן,72,28.57,0,3
פרופ',72,28.57,0,5
תשע,72,28.57,0,3
מוכר,72,28.57,0,4
שיר,72,28.57,0,3
ואחרי,72,28.57,0,5
נותן,72,28.57,0,4
התחילו,72,28.57,0,6
האמריקאי,72,28.57,0,8
חייבת,71,28.51,0,5
בצבא,71,28.51,0,4
הבאים,71,28.51,0,5
מסביר,71,28.51,0,5
שירות,71,28.51,0,5
באי,71,28.51,0,3
הצד,71,28.51,0,3
מוות,71,28.51,0,4
לנסות,71,28.51,0,5
ירוק,71,28.51,0,4
הרגל,71,28.51,0,4
ציון,71,28.51,0,4
נמשך,71,28.51,0,4
מצאו,71,28.51,0,4
המטבח,71,28.51,0,5
עורך,71,28.51,0,4
חשיבות,71,28.51,0,6
יושבים,71,28.51,0,6
פתוח,71,28.51,0,4
לשים,71,28.51,0,4
סבא,71,28.51,0,3
לזכור,71,28.51,0,5
מלך,71,28.51,0,3
הבתים,71,28.51,0,5
עלו,71,28.51,0,3
הערבים,71,28.51,0,6
קשים,71,28.51,0,4
בסיס,71,28.51,0,4
ישבו,71,28.51,0,4
מאחר,71,28.51,0,4
למד,71,28.51,0,3
השפעה,71,28.51,0,5
שקרה,70,28.45,0,4
צעירה,70,28.45,0,5
לתפוס,70,28.45,0,5
קולה,70,28.45,0,4
קין,70,28.45,0,3
הלחימה,70,28.45,0,6
סביר,70,28.45,0,4
מותו,70,28.45,0,4
החדשות,70,28.45,0,6
באק,70,28.45,0,3
משפחתו,70,28.45,0,6
בחברה,70,28.45,0,5
יבוא,70,28.45,0,4
המשך,70,28.45,0,4
בחיי,70,28.45,0,4
הלכו,70,28.45,0,4
כהנא,70,28.45,0,4
שניתן,70,28.45,0,5
ניו,70,28.45,0,3
הגן,70,28.45,0,3
המזון,70,28.45,0,5
הנער,70,28.45,0,4
ההיסטוריה,70,28.45,0,9
נשימה,70,28.45,0,5
רץ,70,28.45,0,2
ארבעים,70,28.45,0,6
במספר,70,28.45,0,5
בפתח,70,28.45,0,4
ראשית,70,28.45,0,5
סיפרה,69,28.39,0,5
שירי,69,28.39,0,4
סיפורים,69,28.39,0,7
קראו,69,28.39,0,4
ובו,69,28.39,0,3
טרור,69,28.39,0,4
קבוע,69,28.39,0,4
יין,69,28.39,0,3
ניסיתי,69,28.39,0,6
ולפעמים,69,28.39,0,7
רגשות,69,28.39,0,5
חוזרת,69,28.39,0,5
סבריאל,69,28.39,0,6
הראשונות,69,28.39,0,8
יושבת,69,28.39,0,5
לבו,69,28.39,0,3
לכאורה,69,28.39,1,6
סיגריה,69,28.39,0,6
האבן,69,28.39,0,4
החיזבאללה,69,28.39,0,9
בריאות,69,28.39,0,6
שקלים,69,28.39,0,5
הקהילה,69,28.39,0,6
השיניים,69,28.39,0,7
ישנם,69,28.39,0,4
לטפל,69,28.39,0,4
התעופה,68,28.33,0,6
החלטה,68,28.33,0,5
המועצה,68,28.33,0,6
מרבית,68,28.33,0,5
ברוח,68,28.33,0,4
ניכר,68,28.33,1,4
אודי,68,28.33,0,4
עשויים,68,28.33,0,6
אסף,68,28.33,0,3
לרדת,68,28.33,0,4
שבת,68,28.33,0,3
הפעילות,68,28.33,0,7
עליהן,68,28.33,0,5
מזכיר,68,28.33,0,5
הבחורה,68,28.33,0,6
שיניים,68,28.33,0,6
כהה,68,28.33,0,3
הרע,68,28.33,0,3
מצוין,68,28.33,0,5
בסרט,68,28.33,0,4
למראה,68,28.33,0,5
הבנות,68,28.33,0,5
הארוך,68,28.33,0,5
דעתו,68,28.33,0,4
תה,68,28.33,0,2
לאחד,68,28.33,0,4
הסתם,68,28.33,0,4
לגור,68,28.33,0,4
האהבה,68,28.33,0,5
האחד,68,28.33,0,4
קשור,68,28.33,0,4
חשובה,68,28.33,0,5
גל,68,28.33,0,2
לפעול,68,28.33,0,5
וכי,68,28.33,0,3
החמאס,68,28.33,0,5
פלורה,68,28.33,0,5
נמוכה,68,28.33,0,5
להכיר,67,28.26,0,5
השדה,67,28.26,0,4
ארטמיס,67,28.26,0,6
בתקופה,67,28.26,0,6
כשהייתי,67,28.26,0,7
בכיתה,67,28.26,0,5
נראים,67,28.26,0,5
במיטה,67,28.26,0,5
ועדת,67,28.26,0,4
הקרוב,67,28.26,0,5
לשלום,67,28.26,0,5
לעזוב,67,28.26,0,5
עליך,67,28.26,0,4
נשק,67,28.26,0,3
שלישי,67,28.26,0,5
מאחור,67,28.26,0,5
לרוץ,67,28.26,0,4
באירופה,67,28.26,0,7
קלות,67,28.26,0,4
נוסעים,67,28.26,0,6
חשמל,67,28.26,0,4
קראה,67,28.26,0,4
הבחירות,67,28.26,0,7
נותרו,67,28.26,0,5
ניתוח,67,28.26,0,5
יכלה,67,28.26,0,4
ממך,67,28.26,0,3
הטיפול,67,28.26,0,6
הנראה,67,28.26,0,5
גבוהים,67,28.26,0,6
להקים,67,28.26,0,5
קיזי,67,28.26,0,4
מוכנה,67,28.26,0,5
אחדות,67,28.26,0,5
שירותי,67,28.26,0,6
טוויג,66,28.2,0,5
נגה,66,28.2,0,3
ואמא,66,28.2,0,4
פרטים,66,28.2,0,5
זוהי,66,28.2,0,4
ממילא,66,28.2,0,5
ידיה,66,28.2,0,4
שקורה,66,28.2,0,5
הנהג,66,28.2,0,4
הפכה,66,28.2,0,4
בעתיד,66,28.2,0,5
יורד,66,28.2,0,4
שטח,66,28.2,0,3
הוריו,66,28.2,0,5
גילו,66,28.2,0,4
יכולות,66,28.2,0,6
בלה,66,28.2,0,3
בתקופת,66,28.2,0,6
רוני,66,28.2,0,4
חסרי,66,28.2,0,4
לשלם,66,28.2,0,4
כלשהי,66,28.2,0,5
היכולת,66,28.2,0,6
דרכים,66,28.2,0,5
לחכות,65,28.13,0,5
גרוע,65,28.13,0,4
